Data,Comarcacodi,Comarca,Sexecodi,Sexedescripcio,Test,Numcasos,Provincia
2020-09-16,38.0,URGELL,1.0,Dona,Positiu PCR,3,Lleida
2020-09-16,39.0,VALL D'ARAN,0.0,Home,Positiu PCR,1,Lleida
2020-09-16,40.0,VALLES OCCIDENTAL,0.0,Home,PCR probable,10,Barcelona
2020-09-16,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu PCR,104,Barcelona
2020-09-16,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu per ELISA,4,Barcelona
2020-09-16,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu per Test Ràpid,3,Barcelona
2020-09-16,40.0,VALLES OCCIDENTAL,1.0,Dona,Epidemiològic,1,Barcelona
2020-09-16,40.0,VALLES OCCIDENTAL,1.0,Dona,PCR probable,8,Barcelona
2020-09-16,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu PCR,123,Barcelona
2020-09-16,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu per ELISA,1,Barcelona
2020-09-16,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu per Test Ràpid,5,Barcelona
2020-09-16,41.0,VALLES ORIENTAL,0.0,Home,PCR probable,1,Barcelona
2020-09-16,41.0,VALLES ORIENTAL,0.0,Home,Positiu PCR,33,Barcelona
2020-09-16,41.0,VALLES ORIENTAL,0.0,Home,Positiu per ELISA,4,Barcelona
2020-09-16,41.0,VALLES ORIENTAL,0.0,Home,Positiu per Test Ràpid,2,Barcelona
2020-09-16,41.0,VALLES ORIENTAL,1.0,Dona,Epidemiològic,2,Barcelona
2020-09-16,41.0,VALLES ORIENTAL,1.0,Dona,Positiu PCR,41,Barcelona
2020-09-16,42.0,MOIANÈS,0.0,Home,Positiu PCR,2,Barcelona
2020-10-16,1.0,ALT CAMP,0.0,Home,Positiu PCR,3,Tarragona
2020-10-16,1.0,ALT CAMP,1.0,Dona,Positiu PCR,2,Tarragona
2020-10-16,2.0,ALT EMPORDA,0.0,Home,Positiu PCR,57,Girona
2020-10-16,2.0,ALT EMPORDA,1.0,Dona,Positiu PCR,60,Girona
2020-10-16,2.0,ALT EMPORDA,1.0,Dona,Positiu TAR,2,Girona
2020-10-16,3.0,ALT PENEDES,0.0,Home,Positiu PCR,13,Barcelona
2020-10-16,3.0,ALT PENEDES,1.0,Dona,Epidemiològic,1,Barcelona
2020-10-16,3.0,ALT PENEDES,1.0,Dona,Positiu PCR,21,Barcelona
2020-10-16,4.0,ALT URGELL,0.0,Home,Positiu PCR,3,Lleida
2020-10-16,4.0,ALT URGELL,1.0,Dona,Positiu PCR,3,Lleida
2020-10-16,5.0,ALTA RIBAGORÇA,0.0,Home,Positiu PCR,1,Lleida
2020-10-16,5.0,ALTA RIBAGORÇA,1.0,Dona,Positiu PCR,1,Lleida
2020-10-16,6.0,ANOIA,0.0,Home,Positiu PCR,19,Barcelona
2020-10-16,6.0,ANOIA,1.0,Dona,Positiu PCR,22,Barcelona
2020-10-16,6.0,ANOIA,1.0,Dona,Positiu per ELISA,2,Barcelona
2020-10-16,7.0,BAGES,0.0,Home,Positiu PCR,42,Barcelona
2020-10-16,7.0,BAGES,0.0,Home,Positiu TAR,2,Barcelona
2020-10-16,7.0,BAGES,0.0,Home,Positiu per ELISA,1,Barcelona
2020-10-16,7.0,BAGES,1.0,Dona,Positiu PCR,48,Barcelona
2020-10-16,7.0,BAGES,1.0,Dona,Positiu TAR,2,Barcelona
2020-10-16,8.0,BAIX CAMP,0.0,Home,Positiu PCR,89,Tarragona
2020-10-16,8.0,BAIX CAMP,1.0,Dona,Positiu PCR,78,Tarragona
2020-10-16,9.0,BAIX EBRE,0.0,Home,Positiu PCR,30,Tarragona
2020-10-16,9.0,BAIX EBRE,1.0,Dona,Positiu PCR,33,Tarragona
2020-10-16,10.0,BAIX EMPORDA,0.0,Home,Positiu PCR,53,Girona
2020-10-16,10.0,BAIX EMPORDA,1.0,Dona,PCR probable,1,Girona
2020-10-16,10.0,BAIX EMPORDA,1.0,Dona,Positiu PCR,54,Girona
2020-10-16,11.0,BAIX LLOBREGAT,0.0,Home,PCR probable,10,Barcelona
2020-10-16,11.0,BAIX LLOBREGAT,0.0,Home,Positiu PCR,167,Barcelona
2020-10-16,11.0,BAIX LLOBREGAT,0.0,Home,Positiu TAR,4,Barcelona
2020-10-16,11.0,BAIX LLOBREGAT,0.0,Home,Positiu per ELISA,6,Barcelona
2020-10-16,11.0,BAIX LLOBREGAT,1.0,Dona,PCR probable,6,Barcelona
2020-10-16,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu PCR,157,Barcelona
2020-10-16,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu TAR,2,Barcelona
2020-10-16,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu per ELISA,6,Barcelona
2020-10-16,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu per Test Ràpid,1,Barcelona
2020-10-16,12.0,BAIX PENEDES,0.0,Home,Positiu PCR,15,Tarragona
2020-10-16,12.0,BAIX PENEDES,1.0,Dona,PCR probable,1,Tarragona
2020-10-16,12.0,BAIX PENEDES,1.0,Dona,Positiu PCR,28,Tarragona
2020-10-16,13.0,BARCELONES,0.0,Home,PCR probable,10,Barcelona
2020-10-16,13.0,BARCELONES,0.0,Home,Positiu PCR,573,Barcelona
2020-10-16,13.0,BARCELONES,0.0,Home,Positiu TAR,3,Barcelona
2020-10-16,13.0,BARCELONES,0.0,Home,Positiu per ELISA,8,Barcelona
2020-10-16,13.0,BARCELONES,0.0,Home,Positiu per Test Ràpid,1,Barcelona
2020-10-16,13.0,BARCELONES,1.0,Dona,PCR probable,8,Barcelona
2020-10-16,13.0,BARCELONES,1.0,Dona,Positiu PCR,665,Barcelona
2020-10-16,13.0,BARCELONES,1.0,Dona,Positiu TAR,4,Barcelona
2020-10-16,13.0,BARCELONES,1.0,Dona,Positiu per ELISA,18,Barcelona
2020-10-16,13.0,BARCELONES,1.0,Dona,Positiu per Test Ràpid,3,Barcelona
2020-10-16,14.0,BERGUEDA,0.0,Home,Positiu PCR,8,Lleida
2020-10-16,14.0,BERGUEDA,1.0,Dona,Positiu PCR,8,Lleida
2020-10-16,14.0,BERGUEDA,1.0,Dona,Positiu per ELISA,1,Lleida
2020-10-16,15.0,CERDANYA,0.0,Home,Positiu PCR,3,Lleida
2020-10-16,15.0,CERDANYA,1.0,Dona,Positiu PCR,7,Lleida
2020-10-16,16.0,CONCA DE BARBERA,0.0,Home,Positiu PCR,2,Tarragona
2020-10-16,17.0,GARRAF,0.0,Home,Positiu PCR,30,Barcelona
2020-10-16,17.0,GARRAF,1.0,Dona,Positiu PCR,31,Barcelona
2020-10-16,17.0,GARRAF,1.0,Dona,Positiu per ELISA,2,Barcelona
2020-10-16,18.0,GARRIGUES,0.0,Home,Positiu PCR,3,Lleida
2020-10-16,18.0,GARRIGUES,1.0,Dona,Positiu PCR,7,Lleida
2020-10-16,19.0,GARROTXA,0.0,Home,Positiu PCR,30,Girona
2020-10-16,19.0,GARROTXA,0.0,Home,Positiu TAR,1,Girona
2020-10-16,19.0,GARROTXA,1.0,Dona,Positiu PCR,25,Girona
2020-10-16,19.0,GARROTXA,1.0,Dona,Positiu TAR,1,Girona
2020-10-16,20.0,GIRONES,0.0,Home,Positiu PCR,88,Girona
2020-10-16,20.0,GIRONES,1.0,Dona,Epidemiològic,1,Girona
2020-10-16,20.0,GIRONES,1.0,Dona,Positiu PCR,71,Girona
2020-10-16,20.0,GIRONES,1.0,Dona,Positiu per ELISA,1,Girona
2020-10-16,21.0,MARESME,0.0,Home,Positiu PCR,103,Barcelona
2020-10-16,21.0,MARESME,0.0,Home,Positiu TAR,1,Barcelona
2020-10-16,21.0,MARESME,0.0,Home,Positiu per ELISA,2,Barcelona
2020-10-16,21.0,MARESME,1.0,Dona,Positiu PCR,92,Barcelona
2020-10-16,21.0,MARESME,1.0,Dona,Positiu per ELISA,1,Barcelona
2020-10-16,22.0,MONTSIA,0.0,Home,Positiu PCR,22,Tarragona
2020-10-16,22.0,MONTSIA,1.0,Dona,Positiu PCR,18,Tarragona
2020-10-16,22.0,MONTSIA,1.0,Dona,Positiu TAR,3,Tarragona
2020-10-16,23.0,NOGUERA,0.0,Home,Positiu PCR,10,Lleida
2020-10-16,23.0,NOGUERA,1.0,Dona,Positiu PCR,8,Lleida
2020-10-16,24.0,OSONA,0.0,Home,Positiu PCR,70,Girona
2020-10-16,24.0,OSONA,0.0,Home,Positiu TAR,3,Girona
2020-10-16,24.0,OSONA,1.0,Dona,Epidemiològic,1,Girona
2020-10-16,24.0,OSONA,1.0,Dona,Positiu PCR,65,Girona
2020-10-16,25.0,PALLARS JUSSA,1.0,Dona,Positiu PCR,1,Lleida
2020-10-16,26.0,PALLARS SOBIRA,0.0,Home,Positiu PCR,1,Lleida
2020-10-16,26.0,PALLARS SOBIRA,0.0,Home,Positiu TAR,1,Lleida
2020-10-16,27.0,PLA D'URGELL,0.0,Home,Positiu PCR,4,Lleida
2020-10-16,27.0,PLA D'URGELL,1.0,Dona,Positiu PCR,11,Lleida
2020-10-16,27.0,PLA D'URGELL,1.0,Dona,Positiu TAR,1,Lleida
2020-10-16,28.0,PLA DE L'ESTANY,0.0,Home,Positiu PCR,17,Girona
2020-10-16,28.0,PLA DE L'ESTANY,1.0,Dona,Positiu PCR,15,Girona
2020-10-16,28.0,PLA DE L'ESTANY,1.0,Dona,Positiu TAR,1,Girona
2020-10-16,29.0,PRIORAT,0.0,Home,Positiu PCR,2,Tarragona
2020-10-16,29.0,PRIORAT,1.0,Dona,Positiu PCR,4,Tarragona
2020-10-16,30.0,RIBERA D'EBRE,0.0,Home,Positiu PCR,3,Tarragona
2020-10-16,30.0,RIBERA D'EBRE,1.0,Dona,PCR probable,1,Tarragona
2020-10-16,30.0,RIBERA D'EBRE,1.0,Dona,Positiu PCR,2,Tarragona
2020-10-16,31.0,RIPOLLES,0.0,Home,Positiu PCR,5,Girona
2020-10-16,31.0,RIPOLLES,1.0,Dona,Positiu PCR,3,Girona
2020-10-16,32.0,SEGARRA,0.0,Home,Positiu PCR,9,Lleida
2020-10-16,32.0,SEGARRA,1.0,Dona,Positiu PCR,9,Lleida
2020-10-16,33.0,SEGRIA,0.0,Home,Positiu PCR,44,Lleida
2020-10-16,33.0,SEGRIA,0.0,Home,Positiu per ELISA,2,Lleida
2020-10-16,33.0,SEGRIA,1.0,Dona,Positiu PCR,45,Lleida
2020-10-16,33.0,SEGRIA,1.0,Dona,Positiu per ELISA,1,Lleida
2020-10-16,34.0,SELVA,0.0,Home,PCR probable,3,Barcelona
2020-10-16,34.0,SELVA,0.0,Home,Positiu PCR,19,Barcelona
2020-10-16,34.0,SELVA,1.0,Dona,PCR probable,4,Barcelona
2020-10-16,34.0,SELVA,1.0,Dona,Positiu PCR,25,Barcelona
2020-10-16,35.0,SOLSONES,0.0,Home,Positiu PCR,4,Lleida
2020-10-16,35.0,SOLSONES,1.0,Dona,Positiu PCR,3,Lleida
2020-10-16,36.0,TARRAGONES,0.0,Home,PCR probable,2,Tarragona
2020-10-16,36.0,TARRAGONES,0.0,Home,Positiu PCR,53,Tarragona
2020-10-16,36.0,TARRAGONES,0.0,Home,Positiu TAR,1,Tarragona
2020-10-16,36.0,TARRAGONES,0.0,Home,Positiu per ELISA,1,Tarragona
2020-10-16,36.0,TARRAGONES,1.0,Dona,PCR probable,1,Tarragona
2020-10-16,36.0,TARRAGONES,1.0,Dona,Positiu PCR,75,Tarragona
2020-10-16,37.0,TERRA ALTA,0.0,Home,Positiu PCR,2,Tarragona
2020-10-16,37.0,TERRA ALTA,1.0,Dona,Positiu PCR,2,Tarragona
2020-10-16,38.0,URGELL,0.0,Home,Positiu PCR,16,Lleida
2020-10-16,38.0,URGELL,0.0,Home,Positiu TAR,1,Lleida
2020-10-16,38.0,URGELL,1.0,Dona,Positiu PCR,37,Lleida
2020-10-16,39.0,VALL D'ARAN,0.0,Home,Positiu PCR,1,Lleida
2020-10-16,39.0,VALL D'ARAN,0.0,Home,Positiu per ELISA,1,Lleida
2020-10-16,39.0,VALL D'ARAN,1.0,Dona,Positiu PCR,2,Lleida
2020-10-16,40.0,VALLES OCCIDENTAL,0.0,Home,Epidemiològic,1,Barcelona
2020-10-16,40.0,VALLES OCCIDENTAL,0.0,Home,PCR probable,4,Barcelona
2020-10-16,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu PCR,189,Barcelona
2020-10-16,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu TAR,3,Barcelona
2020-10-16,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu per ELISA,2,Barcelona
2020-10-16,40.0,VALLES OCCIDENTAL,1.0,Dona,Epidemiològic,2,Barcelona
2020-10-16,40.0,VALLES OCCIDENTAL,1.0,Dona,PCR probable,5,Barcelona
2020-10-16,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu PCR,230,Barcelona
2020-10-16,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu TAR,5,Barcelona
2020-10-16,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu per ELISA,5,Barcelona
2020-10-16,41.0,VALLES ORIENTAL,0.0,Home,PCR probable,2,Barcelona
2020-10-16,41.0,VALLES ORIENTAL,0.0,Home,Positiu PCR,108,Barcelona
2020-10-16,41.0,VALLES ORIENTAL,1.0,Dona,Positiu PCR,109,Barcelona
2020-10-16,41.0,VALLES ORIENTAL,1.0,Dona,Positiu TAR,1,Barcelona
2020-10-16,41.0,VALLES ORIENTAL,1.0,Dona,Positiu per ELISA,1,Barcelona
2020-10-16,42.0,MOIANÈS,0.0,Home,Positiu PCR,5,Barcelona
2020-10-16,42.0,MOIANÈS,1.0,Dona,Positiu PCR,3,Barcelona
2020-11-16,1.0,ALT CAMP,0.0,Home,Positiu PCR,1,Tarragona
2020-11-16,1.0,ALT CAMP,0.0,Home,Positiu TAR,7,Tarragona
2020-11-16,1.0,ALT CAMP,1.0,Dona,Positiu PCR,4,Tarragona
2020-11-16,1.0,ALT CAMP,1.0,Dona,Positiu TAR,4,Tarragona
2020-11-16,2.0,ALT EMPORDA,0.0,Home,Positiu PCR,6,Girona
2020-11-16,2.0,ALT EMPORDA,0.0,Home,Positiu TAR,22,Girona
2020-11-16,2.0,ALT EMPORDA,1.0,Dona,Positiu PCR,8,Girona
2020-11-16,2.0,ALT EMPORDA,1.0,Dona,Positiu TAR,26,Girona
2020-11-16,2.0,ALT EMPORDA,1.0,Dona,Positiu per ELISA,1,Girona
2020-11-16,2.0,ALT EMPORDA,1.0,Dona,Positiu per Test Ràpid,1,Girona
2020-11-16,3.0,ALT PENEDES,0.0,Home,PCR probable,1,Barcelona
2020-11-16,3.0,ALT PENEDES,0.0,Home,Positiu PCR,11,Barcelona
2020-11-16,3.0,ALT PENEDES,0.0,Home,Positiu TAR,8,Barcelona
2020-11-16,3.0,ALT PENEDES,1.0,Dona,PCR probable,1,Barcelona
2020-11-16,3.0,ALT PENEDES,1.0,Dona,Positiu PCR,15,Barcelona
2020-11-16,3.0,ALT PENEDES,1.0,Dona,Positiu TAR,10,Barcelona
2020-11-16,4.0,ALT URGELL,0.0,Home,Positiu TAR,5,Lleida
2020-11-16,4.0,ALT URGELL,1.0,Dona,Positiu PCR,1,Lleida
2020-11-16,4.0,ALT URGELL,1.0,Dona,Positiu TAR,2,Lleida
2020-11-16,5.0,ALTA RIBAGORÇA,0.0,Home,Positiu TAR,1,Lleida
2020-11-16,6.0,ANOIA,0.0,Home,PCR probable,1,Barcelona
2020-11-16,6.0,ANOIA,0.0,Home,Positiu PCR,9,Barcelona
2020-11-16,6.0,ANOIA,0.0,Home,Positiu TAR,9,Barcelona
2020-11-16,6.0,ANOIA,0.0,Home,Positiu per Test Ràpid,1,Barcelona
2020-11-16,6.0,ANOIA,1.0,Dona,Positiu PCR,11,Barcelona
2020-11-16,6.0,ANOIA,1.0,Dona,Positiu TAR,6,Barcelona
2020-11-16,7.0,BAGES,0.0,Home,Positiu PCR,21,Barcelona
2020-11-16,7.0,BAGES,0.0,Home,Positiu TAR,14,Barcelona
2020-11-16,7.0,BAGES,1.0,Dona,Positiu PCR,19,Barcelona
2020-11-16,7.0,BAGES,1.0,Dona,Positiu TAR,18,Barcelona
2020-11-16,8.0,BAIX CAMP,0.0,Home,PCR probable,1,Tarragona
2020-11-16,8.0,BAIX CAMP,0.0,Home,Positiu PCR,6,Tarragona
2020-11-16,8.0,BAIX CAMP,0.0,Home,Positiu TAR,16,Tarragona
2020-11-16,8.0,BAIX CAMP,1.0,Dona,Positiu PCR,18,Tarragona
2020-11-16,8.0,BAIX CAMP,1.0,Dona,Positiu TAR,20,Tarragona
2020-11-16,9.0,BAIX EBRE,0.0,Home,Positiu TAR,7,Tarragona
2020-11-16,9.0,BAIX EBRE,1.0,Dona,Positiu PCR,2,Tarragona
2020-11-16,9.0,BAIX EBRE,1.0,Dona,Positiu TAR,6,Tarragona
2020-11-16,9.0,BAIX EBRE,1.0,Dona,Positiu per ELISA,1,Tarragona
2020-11-16,10.0,BAIX EMPORDA,0.0,Home,Positiu PCR,21,Girona
2020-11-16,10.0,BAIX EMPORDA,0.0,Home,Positiu TAR,9,Girona
2020-11-16,10.0,BAIX EMPORDA,1.0,Dona,Positiu PCR,17,Girona
2020-11-16,10.0,BAIX EMPORDA,1.0,Dona,Positiu TAR,2,Girona
2020-11-16,11.0,BAIX LLOBREGAT,0.0,Home,PCR probable,4,Barcelona
2020-11-16,11.0,BAIX LLOBREGAT,0.0,Home,Positiu PCR,98,Barcelona
2020-11-16,11.0,BAIX LLOBREGAT,0.0,Home,Positiu TAR,51,Barcelona
2020-11-16,11.0,BAIX LLOBREGAT,0.0,Home,Positiu per ELISA,1,Barcelona
2020-11-16,11.0,BAIX LLOBREGAT,1.0,Dona,PCR probable,7,Barcelona
2020-11-16,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu PCR,103,Barcelona
2020-11-16,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu TAR,54,Barcelona
2020-11-16,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu per ELISA,6,Barcelona
2020-11-16,11.0,BAIX LLOBREGAT,1.0,Dona,Positiu per Test Ràpid,2,Barcelona
2020-11-16,12.0,BAIX PENEDES,0.0,Home,Positiu PCR,5,Tarragona
2020-11-16,12.0,BAIX PENEDES,0.0,Home,Positiu TAR,6,Tarragona
2020-11-16,12.0,BAIX PENEDES,1.0,Dona,PCR probable,1,Tarragona
2020-11-16,12.0,BAIX PENEDES,1.0,Dona,Positiu PCR,3,Tarragona
2020-11-16,12.0,BAIX PENEDES,1.0,Dona,Positiu TAR,5,Tarragona
2020-11-16,13.0,BARCELONES,0.0,Home,Epidemiològic,1,Barcelona
2020-11-16,13.0,BARCELONES,0.0,Home,PCR probable,5,Barcelona
2020-11-16,13.0,BARCELONES,0.0,Home,Positiu PCR,219,Barcelona
2020-11-16,13.0,BARCELONES,0.0,Home,Positiu TAR,180,Barcelona
2020-11-16,13.0,BARCELONES,0.0,Home,Positiu per ELISA,9,Barcelona
2020-11-16,13.0,BARCELONES,0.0,Home,Positiu per Test Ràpid,4,Barcelona
2020-11-16,13.0,BARCELONES,1.0,Dona,PCR probable,4,Barcelona
2020-11-16,13.0,BARCELONES,1.0,Dona,Positiu PCR,224,Barcelona
2020-11-16,13.0,BARCELONES,1.0,Dona,Positiu TAR,205,Barcelona
2020-11-16,13.0,BARCELONES,1.0,Dona,Positiu per ELISA,12,Barcelona
2020-11-16,13.0,BARCELONES,1.0,Dona,Positiu per Test Ràpid,2,Barcelona
2020-11-16,14.0,BERGUEDA,0.0,Home,Positiu PCR,5,Lleida
2020-11-16,14.0,BERGUEDA,0.0,Home,Positiu TAR,4,Lleida
2020-11-16,14.0,BERGUEDA,1.0,Dona,Positiu PCR,6,Lleida
2020-11-16,14.0,BERGUEDA,1.0,Dona,Positiu TAR,5,Lleida
2020-11-16,15.0,CERDANYA,0.0,Home,Positiu PCR,1,Lleida
2020-11-16,15.0,CERDANYA,0.0,Home,Positiu TAR,1,Lleida
2020-11-16,15.0,CERDANYA,1.0,Dona,Positiu PCR,3,Lleida
2020-11-16,15.0,CERDANYA,1.0,Dona,Positiu TAR,1,Lleida
2020-11-16,16.0,CONCA DE BARBERA,0.0,Home,Positiu TAR,1,Tarragona
2020-11-16,16.0,CONCA DE BARBERA,1.0,Dona,Positiu TAR,1,Tarragona
2020-11-16,17.0,GARRAF,0.0,Home,PCR probable,1,Barcelona
2020-11-16,17.0,GARRAF,0.0,Home,Positiu PCR,9,Barcelona
2020-11-16,17.0,GARRAF,0.0,Home,Positiu TAR,5,Barcelona
2020-11-16,17.0,GARRAF,1.0,Dona,Positiu PCR,8,Barcelona
2020-11-16,17.0,GARRAF,1.0,Dona,Positiu TAR,10,Barcelona
2020-11-16,18.0,GARRIGUES,0.0,Home,PCR probable,1,Lleida
2020-11-16,18.0,GARRIGUES,0.0,Home,Positiu TAR,1,Lleida
2020-11-16,18.0,GARRIGUES,1.0,Dona,Positiu PCR,2,Lleida
2020-11-16,19.0,GARROTXA,0.0,Home,Positiu PCR,4,Girona
2020-11-16,19.0,GARROTXA,0.0,Home,Positiu TAR,16,Girona
2020-11-16,19.0,GARROTXA,1.0,Dona,Positiu PCR,4,Girona
2020-11-16,19.0,GARROTXA,1.0,Dona,Positiu TAR,12,Girona
2020-11-16,19.0,GARROTXA,1.0,Dona,Positiu per Test Ràpid,1,Girona
2020-11-16,20.0,GIRONES,0.0,Home,Positiu PCR,23,Girona
2020-11-16,20.0,GIRONES,0.0,Home,Positiu TAR,28,Girona
2020-11-16,20.0,GIRONES,1.0,Dona,PCR probable,1,Girona
2020-11-16,20.0,GIRONES,1.0,Dona,Positiu PCR,16,Girona
2020-11-16,20.0,GIRONES,1.0,Dona,Positiu TAR,24,Girona
2020-11-16,21.0,MARESME,0.0,Home,Positiu PCR,35,Barcelona
2020-11-16,21.0,MARESME,0.0,Home,Positiu TAR,25,Barcelona
2020-11-16,21.0,MARESME,0.0,Home,Positiu per Test Ràpid,1,Barcelona
2020-11-16,21.0,MARESME,1.0,Dona,PCR probable,1,Barcelona
2020-11-16,21.0,MARESME,1.0,Dona,Positiu PCR,27,Barcelona
2020-11-16,21.0,MARESME,1.0,Dona,Positiu TAR,27,Barcelona
2020-11-16,21.0,MARESME,1.0,Dona,Positiu per ELISA,3,Barcelona
2020-11-16,22.0,MONTSIA,0.0,Home,Positiu TAR,6,Tarragona
2020-11-16,22.0,MONTSIA,1.0,Dona,Positiu PCR,1,Tarragona
2020-11-16,22.0,MONTSIA,1.0,Dona,Positiu TAR,14,Tarragona
2020-11-16,23.0,NOGUERA,0.0,Home,Positiu PCR,2,Lleida
2020-11-16,23.0,NOGUERA,0.0,Home,Positiu TAR,1,Lleida
2020-11-16,23.0,NOGUERA,1.0,Dona,Positiu PCR,3,Lleida
2020-11-16,23.0,NOGUERA,1.0,Dona,Positiu TAR,5,Lleida
2020-11-16,24.0,OSONA,0.0,Home,Positiu PCR,25,Girona
2020-11-16,24.0,OSONA,0.0,Home,Positiu TAR,19,Girona
2020-11-16,24.0,OSONA,0.0,Home,Positiu per Test Ràpid,1,Girona
2020-11-16,24.0,OSONA,1.0,Dona,Positiu PCR,32,Girona
2020-11-16,24.0,OSONA,1.0,Dona,Positiu TAR,19,Girona
2020-11-16,24.0,OSONA,1.0,Dona,Positiu per Test Ràpid,2,Girona
2020-11-16,25.0,PALLARS JUSSA,0.0,Home,Positiu PCR,1,Lleida
2020-11-16,25.0,PALLARS JUSSA,0.0,Home,Positiu TAR,3,Lleida
2020-11-16,25.0,PALLARS JUSSA,1.0,Dona,Positiu PCR,2,Lleida
2020-11-16,25.0,PALLARS JUSSA,1.0,Dona,Positiu TAR,6,Lleida
2020-11-16,26.0,PALLARS SOBIRA,0.0,Home,Positiu PCR,2,Lleida
2020-11-16,26.0,PALLARS SOBIRA,1.0,Dona,Positiu PCR,1,Lleida
2020-11-16,27.0,PLA D'URGELL,0.0,Home,Positiu PCR,1,Lleida
2020-11-16,27.0,PLA D'URGELL,1.0,Dona,Positiu PCR,2,Lleida
2020-11-16,27.0,PLA D'URGELL,1.0,Dona,Positiu TAR,3,Lleida
2020-11-16,28.0,PLA DE L'ESTANY,0.0,Home,Positiu PCR,4,Girona
2020-11-16,28.0,PLA DE L'ESTANY,0.0,Home,Positiu TAR,9,Girona
2020-11-16,28.0,PLA DE L'ESTANY,1.0,Dona,Positiu PCR,7,Girona
2020-11-16,28.0,PLA DE L'ESTANY,1.0,Dona,Positiu TAR,2,Girona
2020-11-16,29.0,PRIORAT,0.0,Home,Positiu TAR,1,Tarragona
2020-11-16,30.0,RIBERA D'EBRE,0.0,Home,Positiu TAR,6,Tarragona
2020-11-16,31.0,RIPOLLES,0.0,Home,Positiu PCR,2,Girona
2020-11-16,31.0,RIPOLLES,1.0,Dona,Positiu PCR,2,Girona
2020-11-16,31.0,RIPOLLES,1.0,Dona,Positiu TAR,1,Girona
2020-11-16,32.0,SEGARRA,0.0,Home,Positiu PCR,4,Lleida
2020-11-16,32.0,SEGARRA,0.0,Home,Positiu TAR,8,Lleida
2020-11-16,32.0,SEGARRA,1.0,Dona,Positiu PCR,4,Lleida
2020-11-16,32.0,SEGARRA,1.0,Dona,Positiu TAR,4,Lleida
2020-11-16,33.0,SEGRIA,0.0,Home,PCR probable,1,Lleida
2020-11-16,33.0,SEGRIA,0.0,Home,Positiu PCR,24,Lleida
2020-11-16,33.0,SEGRIA,0.0,Home,Positiu TAR,18,Lleida
2020-11-16,33.0,SEGRIA,1.0,Dona,Positiu PCR,18,Lleida
2020-11-16,33.0,SEGRIA,1.0,Dona,Positiu TAR,14,Lleida
2020-11-16,34.0,SELVA,0.0,Home,Positiu PCR,6,Barcelona
2020-11-16,34.0,SELVA,0.0,Home,Positiu TAR,13,Barcelona
2020-11-16,34.0,SELVA,1.0,Dona,Positiu PCR,7,Barcelona
2020-11-16,34.0,SELVA,1.0,Dona,Positiu TAR,10,Barcelona
2020-11-16,35.0,SOLSONES,0.0,Home,Positiu PCR,1,Lleida
2020-11-16,35.0,SOLSONES,1.0,Dona,Positiu PCR,2,Lleida
2020-11-16,36.0,TARRAGONES,0.0,Home,Positiu PCR,8,Tarragona
2020-11-16,36.0,TARRAGONES,0.0,Home,Positiu TAR,20,Tarragona
2020-11-16,36.0,TARRAGONES,1.0,Dona,Positiu PCR,13,Tarragona
2020-11-16,36.0,TARRAGONES,1.0,Dona,Positiu TAR,21,Tarragona
2020-11-16,38.0,URGELL,0.0,Home,Positiu PCR,1,Lleida
2020-11-16,38.0,URGELL,0.0,Home,Positiu TAR,3,Lleida
2020-11-16,38.0,URGELL,1.0,Dona,Positiu PCR,3,Lleida
2020-11-16,38.0,URGELL,1.0,Dona,Positiu TAR,4,Lleida
2020-11-16,39.0,VALL D'ARAN,0.0,Home,Positiu PCR,1,Lleida
2020-11-16,39.0,VALL D'ARAN,0.0,Home,Positiu TAR,1,Lleida
2020-11-16,39.0,VALL D'ARAN,1.0,Dona,Positiu TAR,2,Lleida
2020-11-16,40.0,VALLES OCCIDENTAL,0.0,Home,Epidemiològic,2,Barcelona
2020-11-16,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu PCR,42,Barcelona
2020-11-16,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu TAR,79,Barcelona
2020-11-16,40.0,VALLES OCCIDENTAL,0.0,Home,Positiu per ELISA,1,Barcelona
2020-11-16,40.0,VALLES OCCIDENTAL,1.0,Dona,Epidemiològic,3,Barcelona
2020-11-16,40.0,VALLES OCCIDENTAL,1.0,Dona,Positiu PCR,66,Barcelona
